,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
25,ms,smoothed_cli,2020-06-26,,2020-09-03,69,0.8956089,0.1206207,4321.5071,state,fb-survey
26,mt,smoothed_cli,2020-06-26,,2020-09-03,69,0.5416429,0.1440448,2154.9341,state,fb-survey
27,nc,smoothed_cli,2020-06-26,,2020-09-03,69,0.4520204,0.0443686,16089.0167,state,fb-survey
28,nd,smoothed_cli,2020-06-26,,2020-09-03,69,0.8126644,0.2318262,1134.9603,state,fb-survey
29,ne,smoothed_cli,2020-06-26,,2020-09-03,69,0.48776,0.1139337,3162.5665,state,fb-survey
30,nh,smoothed_cli,2020-06-26,,2020-09-03,69,0.3599143,0.1020914,2790.7766,state,fb-survey
31,nj,smoothed_cli,2020-06-26,,2020-09-03,69,0.3565978,0.0539544,9752.9965,state,fb-survey
32,nm,smoothed_cli,2020-06-26,,2020-09-03,69,0.3017345,0.0890063,2987.5079,state,fb-survey
33,nv,smoothed_cli,2020-06-26,,2020-09-03,69,0.5057531,0.1042241,3459.2177,state,fb-survey
34,ny,smoothed_cli,2020-06-26,,2020-09-03,69,0.3510537,0.0373036,20359.0,state,fb-survey
35,oh,smoothed_cli,2020-06-26,,2020-09-03,69,0.3002051,0.0332427,18052.9919,state,fb-survey
36,ok,smoothed_cli,2020-06-26,,2020-09-03,69,0.6192307,0.0841698,6271.98,state,fb-survey
37,or,smoothed_cli,2020-06-26,,2020-09-03,69,0.310936,0.0587122,6465.3892,state,fb-survey
38,pa,smoothed_cli,2020-06-26,,2020-09-03,69,0.2865945,0.0315703,20673.0116,state,fb-survey
39,pr,smoothed_cli,2020-06-26,,2020-09-03,69,0.5952381,0.7321955,112.0,state,fb-survey
40,ri,smoothed_cli,2020-06-26,,2020-09-03,69,0.3311493,0.1269431,1679.983,state,fb-survey
41,sc,smoothed_cli,2020-06-26,,2020-09-03,69,0.7546275,0.0726009,10277.0058,state,fb-survey
42,sd,smoothed_cli,2020-06-26,,2020-09-03,69,0.7015157,0.1939274,1510.121,state,fb-survey
43,tn,smoothed_cli,2020-06-26,,2020-09-03,69,0.5511343,0.0658745,9136.0244,state,fb-survey
44,tx,smoothed_cli,2020-06-26,,2020-09-03,69,0.9768684,0.0439859,35490.1661,state,fb-survey
45,ut,smoothed_cli,2020-06-26,,2020-09-03,69,0.6107168,0.0915528,5298.2884,state,fb-survey
46,va,smoothed_cli,2020-06-26,,2020-09-03,69,0.2641324,0.0383475,11847.6417,state,fb-survey
47,vt,smoothed_cli,2020-06-26,,2020-09-03,69,0.1128667,0.0919994,1329.0015,state,fb-survey
48,wa,smoothed_cli,2020-06-26,,2020-09-03,69,0.2691629,0.0420003,10785.7955,state,fb-survey
49,wi,smoothed_cli,2020-06-26,,2020-09-03,69,0.2710844,0.0476793,9006.9669,state,fb-survey
50,wv,smoothed_cli,2020-06-26,,2020-09-03,69,0.4106895,0.0931676,3591.4431,state,fb-survey
51,wy,smoothed_cli,2020-06-26,,2020-09-03,69,0.7256771,0.2564522,1046.9473,state,fb-survey
0,ak,smoothed_cli,2020-06-27,,2020-09-03,68,0.2992817,0.1392294,1253.0,state,fb-survey
1,al,smoothed_cli,2020-06-27,,2020-09-03,68,0.6826511,0.0868002,6708.1888,state,fb-survey
2,ar,smoothed_cli,2020-06-27,,2020-09-03,68,0.6359796,0.0966106,4962.2406,state,fb-survey
3,az,smoothed_cli,2020-06-27,,2020-09-03,68,1.0444885,0.0808125,11440.732,state,fb-survey
4,ca,smoothed_cli,2020-06-27,,2020-09-03,68,0.4688149,0.0303786,38873.2436,state,fb-survey
5,co,smoothed_cli,2020-06-27,,2020-09-03,68,0.398368,0.0616486,8262.8724,state,fb-survey
6,ct,smoothed_cli,2020-06-27,,2020-09-03,68,0.1814877,0.0443897,6588.0,state,fb-survey
7,dc,smoothed_cli,2020-06-27,,2020-09-03,68,0.1109715,0.0981178,796.0,state,fb-survey
8,de,smoothed_cli,2020-06-27,,2020-09-03,68,0.6709725,0.1764003,1737.0146,state,fb-survey
9,fl,smoothed_cli,2020-06-27,,2020-09-03,68,0.7051835,0.0390513,31924.9996,state,fb-survey
10,ga,smoothed_cli,2020-06-27,,2020-09-03,68,0.5924507,0.060496,11504.8638,state,fb-survey
11,hi,smoothed_cli,2020-06-27,,2020-09-03,68,0.1748396,0.0811538,1611.0,state,fb-survey
12,ia,smoothed_cli,2020-06-27,,2020-09-03,68,0.501285,0.0777875,6287.6629,state,fb-survey
13,id,smoothed_cli,2020-06-27,,2020-09-03,68,0.6449313,0.1204393,3294.0709,state,fb-survey
14,il,smoothed_cli,2020-06-27,,2020-09-03,68,0.3140657,0.0376012,16834.0237,state,fb-survey
15,in,smoothed_cli,2020-06-27,,2020-09-03,68,0.475079,0.0603772,9840.019,state,fb-survey
16,ks,smoothed_cli,2020-06-27,,2020-09-03,68,0.5291839,0.0937565,4763.7819,state,fb-survey
17,ky,smoothed_cli,2020-06-27,,2020-09-03,68,0.4403834,0.0715133,6544.9513,state,fb-survey
18,la,smoothed_cli,2020-06-27,,2020-09-03,68,0.9226795,0.0987671,6938.5522,state,fb-survey
19,ma,smoothed_cli,2020-06-27,,2020-09-03,68,0.2847228,0.0527538,8155.0195,state,fb-survey
20,md,smoothed_cli,2020-06-27,,2020-09-03,68,0.458341,0.074687,6219.9818,state,fb-survey
21,me,smoothed_cli,2020-06-27,,2020-09-03,68,0.279011,0.0830816,3094.2234,state,fb-survey
22,mi,smoothed_cli,2020-06-27,,2020-09-03,68,0.2611148,0.0346308,17696.0225,state,fb-survey
23,mn,smoothed_cli,2020-06-27,,2020-09-03,68,0.3389457,0.0575559,7577.4207,state,fb-survey
24,mo,smoothed_cli,2020-06-27,,2020-09-03,68,0.631578,0.0770929,7859.3636,state,fb-survey
25,ms,smoothed_cli,2020-06-27,,2020-09-03,68,0.7879399,0.1093616,4478.6344,state,fb-survey
26,mt,smoothed_cli,2020-06-27,,2020-09-03,68,0.425561,0.1248302,2206.6264,state,fb-survey
27,nc,smoothed_cli,2020-06-27,,2020-09-03,68,0.4294667,0.0430162,16389.0138,state,fb-survey
28,nd,smoothed_cli,2020-06-27,,2020-09-03,68,0.7140187,0.2144001,1132.3185,state,fb-survey
29,ne,smoothed_cli,2020-06-27,,2020-09-03,68,0.5166859,0.1163131,3125.6006,state,fb-survey
30,nh,smoothed_cli,2020-06-27,,2020-09-03,68,0.345653,0.0967925,2873.7766,state,fb-survey
31,nj,smoothed_cli,2020-06-27,,2020-09-03,68,0.3814802,0.0558039,9911.9963,state,fb-survey
32,nm,smoothed_cli,2020-06-27,,2020-09-03,68,0.4177689,0.1010838,3136.1993,state,fb-survey
33,nv,smoothed_cli,2020-06-27,,2020-09-03,68,0.5105556,0.1067192,3549.4839,state,fb-survey
34,ny,smoothed_cli,2020-06-27,,2020-09-03,68,0.3296342,0.035479,20891.0003,state,fb-survey
35,oh,smoothed_cli,2020-06-27,,2020-09-03,68,0.3319641,0.035473,18558.9978,state,fb-survey
36,ok,smoothed_cli,2020-06-27,,2020-09-03,68,0.6551431,0.0852635,6449.0361,state,fb-survey
37,or,smoothed_cli,2020-06-27,,2020-09-03,68,0.3236242,0.0603437,6595.9578,state,fb-survey
38,pa,smoothed_cli,2020-06-27,,2020-09-03,68,0.3195904,0.0337,21091.0126,state,fb-survey
39,pr,smoothed_cli,2020-06-27,,2020-09-03,68,0.589969,0.7258178,113.0003,state,fb-survey
40,ri,smoothed_cli,2020-06-27,,2020-09-03,68,0.4150401,0.1403648,1741.9805,state,fb-survey
41,sc,smoothed_cli,2020-06-27,,2020-09-03,68,0.7596268,0.0719599,10526.0073,state,fb-survey
42,sd,smoothed_cli,2020-06-27,,2020-09-03,68,0.7821438,0.2087485,1514.0175,state,fb-survey
43,tn,smoothed_cli,2020-06-27,,2020-09-03,68,0.5166951,0.0624313,9453.0326,state,fb-survey
44,tx,smoothed_cli,2020-06-27,,2020-09-03,68,0.9920726,0.0432979,36890.1574,state,fb-survey
45,ut,smoothed_cli,2020-06-27,,2020-09-03,68,0.5950729,0.0888434,5425.3571,state,fb-survey
46,va,smoothed_cli,2020-06-27,,2020-09-03,68,0.3006098,0.0407581,12103.8936,state,fb-survey
47,vt,smoothed_cli,2020-06-27,,2020-09-03,68,0.1090115,0.0888621,1376.0015,state,fb-survey
48,wa,smoothed_cli,2020-06-27,,2020-09-03,68,0.3084843,0.044943,11058.7978,state,fb-survey
49,wi,smoothed_cli,2020-06-27,,2020-09-03,68,0.3587672,0.0548555,9081.9753,state,fb-survey
50,wv,smoothed_cli,2020-06-27,,2020-09-03,68,0.5131125,0.1068185,3699.4946,state,fb-survey
51,wy,smoothed_cli,2020-06-27,,2020-09-03,68,0.7153243,0.2589737,1022.4723,state,fb-survey
0,ak,smoothed_cli,2020-06-28,,2020-09-03,67,0.2286585,0.1260894,1312.0,state,fb-survey
1,al,smoothed_cli,2020-06-28,,2020-09-03,67,0.8278883,0.0956527,6907.1973,state,fb-survey
2,ar,smoothed_cli,2020-06-28,,2020-09-03,67,0.587114,0.0912754,5066.3734,state,fb-survey
3,az,smoothed_cli,2020-06-28,,2020-09-03,67,1.0515158,0.0805978,11705.1856,state,fb-survey
4,ca,smoothed_cli,2020-06-28,,2020-09-03,67,0.4858631,0.030387,40140.3156,state,fb-survey
5,co,smoothed_cli,2020-06-28,,2020-09-03,67,0.3927849,0.0598859,8455.9306,state,fb-survey
6,ct,smoothed_cli,2020-06-28,,2020-09-03,67,0.1510318,0.0396921,6824.0,state,fb-survey
7,dc,smoothed_cli,2020-06-28,,2020-09-03,67,0.2347418,0.1343907,781.0,state,fb-survey
8,de,smoothed_cli,2020-06-28,,2020-09-03,67,0.5417863,0.1578999,1782.0219,state,fb-survey
9,fl,smoothed_cli,2020-06-28,,2020-09-03,67,0.7161724,0.0388622,33041.9996,state,fb-survey
10,ga,smoothed_cli,2020-06-28,,2020-09-03,67,0.6276822,0.0610492,12037.8575,state,fb-survey
11,hi,smoothed_cli,2020-06-28,,2020-09-03,67,0.1283631,0.0630866,1623.0,state,fb-survey
12,ia,smoothed_cli,2020-06-28,,2020-09-03,67,0.4843302,0.0764335,6452.6665,state,fb-survey
13,id,smoothed_cli,2020-06-28,,2020-09-03,67,0.6315082,0.1172487,3377.064,state,fb-survey
14,il,smoothed_cli,2020-06-28,,2020-09-03,67,0.3251769,0.0378853,17259.0238,state,fb-survey
15,in,smoothed_cli,2020-06-28,,2020-09-03,67,0.4275152,0.0564822,10027.0197,state,fb-survey
16,ks,smoothed_cli,2020-06-28,,2020-09-03,67,0.5006895,0.0892804,4955.9266,state,fb-survey
17,ky,smoothed_cli,2020-06-28,,2020-09-03,67,0.4435964,0.0697978,6725.6419,state,fb-survey
18,la,smoothed_cli,2020-06-28,,2020-09-03,67,0.9046141,0.0949523,7144.7363,state,fb-survey
19,ma,smoothed_cli,2020-06-28,,2020-09-03,67,0.2380508,0.0459309,8417.0245,state,fb-survey
20,md,smoothed_cli,2020-06-28,,2020-09-03,67,0.4736963,0.0755033,6422.9745,state,fb-survey
21,me,smoothed_cli,2020-06-28,,2020-09-03,67,0.2956135,0.0830559,3146.0,state,fb-survey
22,mi,smoothed_cli,2020-06-28,,2020-09-03,67,0.2910206,0.0357268,18174.0388,state,fb-survey
23,mn,smoothed_cli,2020-06-28,,2020-09-03,67,0.346084,0.058236,7689.4586,state,fb-survey
24,mo,smoothed_cli,2020-06-28,,2020-09-03,67,0.6034855,0.0739286,8061.0701,state,fb-survey
25,ms,smoothed_cli,2020-06-28,,2020-09-03,67,0.8771146,0.1123324,4693.6083,state,fb-survey
26,mt,smoothed_cli,2020-06-28,,2020-09-03,67,0.4173609,0.1190908,2329.6004,state,fb-survey
27,nc,smoothed_cli,2020-06-28,,2020-09-03,67,0.4310565,0.0429996,16873.0167,state,fb-survey
28,nd,smoothed_cli,2020-06-28,,2020-09-03,67,0.9337314,0.2423332,1160.2226,state,fb-survey
29,ne,smoothed_cli,2020-06-28,,2020-09-03,67,0.4848798,0.1106205,3165.6277,state,fb-survey
30,nh,smoothed_cli,2020-06-28,,2020-09-03,67,0.3521206,0.0963577,2963.0,state,fb-survey
31,nj,smoothed_cli,2020-06-28,,2020-09-03,67,0.3391075,0.0519138,10240.9963,state,fb-survey
32,nm,smoothed_cli,2020-06-28,,2020-09-03,67,0.4576939,0.102351,3190.3913,state,fb-survey
33,nv,smoothed_cli,2020-06-28,,2020-09-03,67,0.5299959,0.1077092,3639.4119,state,fb-survey
34,ny,smoothed_cli,2020-06-28,,2020-09-03,67,0.3017655,0.0331512,21552.0005,state,fb-survey
35,oh,smoothed_cli,2020-06-28,,2020-09-03,67,0.3531746,0.0365556,19087.9992,state,fb-survey
36,ok,smoothed_cli,2020-06-28,,2020-09-03,67,0.6797179,0.0848328,6676.9213,state,fb-survey
37,or,smoothed_cli,2020-06-28,,2020-09-03,67,0.3023862,0.0575457,6783.9556,state,fb-survey
38,pa,smoothed_cli,2020-06-28,,2020-09-03,67,0.3279352,0.0335485,21755.0135,state,fb-survey
39,pr,smoothed_cli,2020-06-28,,2020-09-03,67,0.5797092,0.7133926,115.0002,state,fb-survey
40,ri,smoothed_cli,2020-06-28,,2020-09-03,67,0.4139119,0.1371425,1786.9755,state,fb-survey
41,sc,smoothed_cli,2020-06-28,,2020-09-03,67,0.7556044,0.0713572,10803.0082,state,fb-survey
42,sd,smoothed_cli,2020-06-28,,2020-09-03,67,1.0254524,0.2360978,1556.973,state,fb-survey
43,tn,smoothed_cli,2020-06-28,,2020-09-03,67,0.5492544,0.0637589,9751.3422,state,fb-survey
44,tx,smoothed_cli,2020-06-28,,2020-09-03,67,1.0557053,0.0434709,38755.2361,state,fb-survey
45,ut,smoothed_cli,2020-06-28,,2020-09-03,67,0.5270204,0.0798744,5608.6052,state,fb-survey
46,va,smoothed_cli,2020-06-28,,2020-09-03,67,0.3485677,0.0441382,12384.4586,state,fb-survey
47,vt,smoothed_cli,2020-06-28,,2020-09-03,67,0.14245,0.0940398,1404.0013,state,fb-survey
48,wa,smoothed_cli,2020-06-28,,2020-09-03,67,0.3389783,0.0463531,11340.8001,state,fb-survey
49,wi,smoothed_cli,2020-06-28,,2020-09-03,67,0.3266525,0.0515129,9327.9567,state,fb-survey
50,wv,smoothed_cli,2020-06-28,,2020-09-03,67,0.5381576,0.1049578,3849.4465,state,fb-survey
51,wy,smoothed_cli,2020-06-28,,2020-09-03,67,0.5231686,0.2192484,1044.4929,state,fb-survey
0,ak,smoothed_cli,2020-06-29,,2020-09-03,66,0.1124438,0.0916552,1334.0,state,fb-survey
1,al,smoothed_cli,2020-06-29,,2020-09-03,66,0.9011325,0.0972289,7161.1975,state,fb-survey
2,ar,smoothed_cli,2020-06-29,,2020-09-03,66,0.6718073,0.0974679,5179.3174,state,fb-survey
3,az,smoothed_cli,2020-06-29,,2020-09-03,66,1.0206133,0.0783126,11962.7462,state,fb-survey
4,ca,smoothed_cli,2020-06-29,,2020-09-03,66,0.5167963,0.0309341,41181.3847,state,fb-survey
5,co,smoothed_cli,2020-06-29,,2020-09-03,66,0.4160549,0.0608442,8623.9304,state,fb-survey
6,ct,smoothed_cli,2020-06-29,,2020-09-03,66,0.1516731,0.0394659,6938.0,state,fb-survey
7,dc,smoothed_cli,2020-06-29,,2020-09-03,66,0.2303183,0.1318689,796.0,state,fb-survey
8,de,smoothed_cli,2020-06-29,,2020-09-03,66,0.5596814,0.1591755,1862.0219,state,fb-survey
9,fl,smoothed_cli,2020-06-29,,2020-09-03,66,0.7280879,0.039032,33807.9997,state,fb-survey
10,ga,smoothed_cli,2020-06-29,,2020-09-03,66,0.6535957,0.0606198,12505.8525,state,fb-survey
11,hi,smoothed_cli,2020-06-29,,2020-09-03,66,0.233192,0.0943628,1651.0,state,fb-survey
12,ia,smoothed_cli,2020-06-29,,2020-09-03,66,0.4994734,0.0764101,6575.6989,state,fb-survey
13,id,smoothed_cli,2020-06-29,,2020-09-03,66,0.5168718,0.1051433,3439.6931,state,fb-survey
14,il,smoothed_cli,2020-06-29,,2020-09-03,66,0.2970567,0.0353968,17557.0461,state,fb-survey
15,in,smoothed_cli,2020-06-29,,2020-09-03,66,0.4533564,0.0577445,10286.023,state,fb-survey
16,ks,smoothed_cli,2020-06-29,,2020-09-03,66,0.490024,0.0853419,5097.8392,state,fb-survey
17,ky,smoothed_cli,2020-06-29,,2020-09-03,66,0.423813,0.0673819,6836.638,state,fb-survey
18,la,smoothed_cli,2020-06-29,,2020-09-03,66,0.9308131,0.0945744,7383.735,state,fb-survey
19,ma,smoothed_cli,2020-06-29,,2020-09-03,66,0.2219572,0.0441283,8554.0285,state,fb-survey
20,md,smoothed_cli,2020-06-29,,2020-09-03,66,0.4396301,0.0710504,6533.9742,state,fb-survey
21,me,smoothed_cli,2020-06-29,,2020-09-03,66,0.3083056,0.0825907,3225.0,state,fb-survey
22,mi,smoothed_cli,2020-06-29,,2020-09-03,66,0.3002488,0.0357701,18539.04,state,fb-survey
23,mn,smoothed_cli,2020-06-29,,2020-09-03,66,0.379043,0.0596187,7768.3592,state,fb-survey
24,mo,smoothed_cli,2020-06-29,,2020-09-03,66,0.5679502,0.0705791,8239.1102,state,fb-survey
25,ms,smoothed_cli,2020-06-29,,2020-09-03,66,0.9139107,0.1124036,4832.2298,state,fb-survey
26,mt,smoothed_cli,2020-06-29,,2020-09-03,66,0.2997268,0.0984393,2414.5421,state,fb-survey
27,nc,smoothed_cli,2020-06-29,,2020-09-03,66,0.4140249,0.0417253,17214.0163,state,fb-survey
28,nd,smoothed_cli,2020-06-29,,2020-09-03,66,0.9231459,0.2455122,1137.2745,state,fb-survey
29,ne,smoothed_cli,2020-06-29,,2020-09-03,66,0.4958302,0.1103416,3216.6897,state,fb-survey
30,nh,smoothed_cli,2020-06-29,,2020-09-03,66,0.307497,0.089423,3019.0,state,fb-survey
31,nj,smoothed_cli,2020-06-29,,2020-09-03,66,0.3277653,0.0509618,10537.9959,state,fb-survey
32,nm,smoothed_cli,2020-06-29,,2020-09-03,66,0.5445516,0.111036,3334.9161,state,fb-survey
33,nv,smoothed_cli,2020-06-29,,2020-09-03,66,0.5889212,0.1113377,3738.6158,state,fb-survey
34,ny,smoothed_cli,2020-06-29,,2020-09-03,66,0.3032636,0.0332599,22054.0004,state,fb-survey
35,oh,smoothed_cli,2020-06-29,,2020-09-03,66,0.3922944,0.0384683,19431.9945,state,fb-survey
36,ok,smoothed_cli,2020-06-29,,2020-09-03,66,0.7147148,0.0850052,6827.978,state,fb-survey
37,or,smoothed_cli,2020-06-29,,2020-09-03,66,0.3625452,0.0616723,7026.0631,state,fb-survey
38,pa,smoothed_cli,2020-06-29,,2020-09-03,66,0.363451,0.0347908,22191.0132,state,fb-survey
39,pr,smoothed_cli,2020-06-29,,2020-09-03,66,0.58997,0.7258186,113.0001,state,fb-survey
40,ri,smoothed_cli,2020-06-29,,2020-09-03,66,0.3439033,0.1204198,1859.9715,state,fb-survey
41,sc,smoothed_cli,2020-06-29,,2020-09-03,66,0.81614,0.073939,11144.0095,state,fb-survey
42,sd,smoothed_cli,2020-06-29,,2020-09-03,66,0.9343654,0.223901,1549.9927,state,fb-survey
43,tn,smoothed_cli,2020-06-29,,2020-09-03,66,0.577756,0.0641708,10042.3459,state,fb-survey
44,tx,smoothed_cli,2020-06-29,,2020-09-03,66,1.0849143,0.0432941,40078.2419,state,fb-survey
45,ut,smoothed_cli,2020-06-29,,2020-09-03,66,0.4748918,0.07514,5694.5129,state,fb-survey
46,va,smoothed_cli,2020-06-29,,2020-09-03,66,0.3654079,0.0446712,12663.3662,state,fb-survey
47,vt,smoothed_cli,2020-06-29,,2020-09-03,66,0.0976206,0.0671601,1439.0013,state,fb-survey
48,wa,smoothed_cli,2020-06-29,,2020-09-03,66,0.3114483,0.043874,11830.8,state,fb-survey
49,wi,smoothed_cli,2020-06-29,,2020-09-03,66,0.3179451,0.049401,9538.9561,state,fb-survey
50,wv,smoothed_cli,2020-06-29,,2020-09-03,66,0.5670784,0.1072342,3906.3487,state,fb-survey
51,wy,smoothed_cli,2020-06-29,,2020-09-03,66,0.3843546,0.1815914,1083.4992,state,fb-survey
0,ak,smoothed_cli,2020-06-30,,2020-09-03,65,0.2798369,0.1352186,1349.0,state,fb-survey
1,al,smoothed_cli,2020-06-30,,2020-09-03,65,0.9482975,0.0986897,7281.1889,state,fb-survey
2,ar,smoothed_cli,2020-06-30,,2020-09-03,65,0.6163139,0.0924752,5158.9265,state,fb-survey
3,az,smoothed_cli,2020-06-30,,2020-09-03,65,1.0699675,0.0797285,12171.5625,state,fb-survey
4,ca,smoothed_cli,2020-06-30,,2020-09-03,65,0.5316007,0.030983,41620.5022,state,fb-survey
5,co,smoothed_cli,2020-06-30,,2020-09-03,65,0.3553309,0.0543835,8563.9305,state,fb-survey
6,ct,smoothed_cli,2020-06-30,,2020-09-03,65,0.1705468,0.0423284,6952.0,state,fb-survey
7,dc,smoothed_cli,2020-06-30,,2020-09-03,65,0.2288806,0.1310492,801.0,state,fb-survey
8,de,smoothed_cli,2020-06-30,,2020-09-03,65,0.380016,0.1329011,1877.0146,state,fb-survey
9,fl,smoothed_cli,2020-06-30,,2020-09-03,65,0.7568492,0.0394732,34330.0007,state,fb-survey
10,ga,smoothed_cli,2020-06-30,,2020-09-03,65,0.686199,0.0615984,12704.8555,state,fb-survey
11,hi,smoothed_cli,2020-06-30,,2020-09-03,65,0.2567887,0.1051681,1694.0,state,fb-survey
12,ia,smoothed_cli,2020-06-30,,2020-09-03,65,0.5504994,0.0792983,6625.7502,state,fb-survey
13,id,smoothed_cli,2020-06-30,,2020-09-03,65,0.4626411,0.0974193,3439.8251,state,fb-survey
14,il,smoothed_cli,2020-06-30,,2020-09-03,65,0.3057666,0.0354055,17722.0465,state,fb-survey
15,in,smoothed_cli,2020-06-30,,2020-09-03,65,0.4631507,0.0583222,10440.016,state,fb-survey
16,ks,smoothed_cli,2020-06-30,,2020-09-03,65,0.4836508,0.0842325,5285.7227,state,fb-survey
17,ky,smoothed_cli,2020-06-30,,2020-09-03,65,0.4243423,0.0661745,6966.941,state,fb-survey
18,la,smoothed_cli,2020-06-30,,2020-09-03,65,1.0012285,0.097721,7519.92,state,fb-survey
19,ma,smoothed_cli,2020-06-30,,2020-09-03,65,0.2025727,0.042423,8667.0245,state,fb-survey
20,md,smoothed_cli,2020-06-30,,2020-09-03,65,0.4041351,0.0682543,6546.9819,state,fb-survey
21,me,smoothed_cli,2020-06-30,,2020-09-03,65,0.2648127,0.0762051,3226.0,state,fb-survey
22,mi,smoothed_cli,2020-06-30,,2020-09-03,65,0.280359,0.0336859,18698.0292,state,fb-survey
23,mn,smoothed_cli,2020-06-30,,2020-09-03,65,0.3947474,0.0612364,7898.4401,state,fb-survey
24,mo,smoothed_cli,2020-06-30,,2020-09-03,65,0.605974,0.073045,8400.3449,state,fb-survey
25,ms,smoothed_cli,2020-06-30,,2020-09-03,65,0.8787244,0.1088875,4954.236,state,fb-survey
26,mt,smoothed_cli,2020-06-30,,2020-09-03,65,0.3323404,0.0998384,2432.5288,state,fb-survey
27,nc,smoothed_cli,2020-06-30,,2020-09-03,65,0.4460012,0.0428058,17481.0163,state,fb-survey
28,nd,smoothed_cli,2020-06-30,,2020-09-03,65,0.8141976,0.2318209,1147.2429,state,fb-survey
29,ne,smoothed_cli,2020-06-30,,2020-09-03,65,0.5747365,0.1163973,3286.7744,state,fb-survey
30,nh,smoothed_cli,2020-06-30,,2020-09-03,65,0.2635808,0.0811454,3111.0,state,fb-survey
31,nj,smoothed_cli,2020-06-30,,2020-09-03,65,0.3147572,0.0490193,10766.9957,state,fb-survey
32,nm,smoothed_cli,2020-06-30,,2020-09-03,65,0.5618231,0.1124973,3367.0994,state,fb-survey
33,nv,smoothed_cli,2020-06-30,,2020-09-03,65,0.56918,0.1088116,3812.5988,state,fb-survey
34,ny,smoothed_cli,2020-06-30,,2020-09-03,65,0.3017391,0.0331265,22223.0,state,fb-survey
35,oh,smoothed_cli,2020-06-30,,2020-09-03,65,0.387247,0.037917,19567.9984,state,fb-survey
36,ok,smoothed_cli,2020-06-30,,2020-09-03,65,0.6801251,0.0810106,6884.0345,state,fb-survey
37,or,smoothed_cli,2020-06-30,,2020-09-03,65,0.3679844,0.0613204,7184.0568,state,fb-survey
38,pa,smoothed_cli,2020-06-30,,2020-09-03,65,0.3394335,0.0328219,22729.0141,state,fb-survey
39,pr,smoothed_cli,2020-06-30,,2020-09-03,65,0.617284,0.7588628,108.0,state,fb-survey
40,ri,smoothed_cli,2020-06-30,,2020-09-03,65,0.2890634,0.1139299,1866.9755,state,fb-survey
41,sc,smoothed_cli,2020-06-30,,2020-09-03,65,0.8323897,0.0743975,11241.0102,state,fb-survey
42,sd,smoothed_cli,2020-06-30,,2020-09-03,65,0.8303266,0.2104191,1563.9097,state,fb-survey
43,tn,smoothed_cli,2020-06-30,,2020-09-03,65,0.6021845,0.0650127,10303.0434,state,fb-survey
44,tx,smoothed_cli,2020-06-30,,2020-09-03,65,1.089098,0.043202,40643.2192,state,fb-survey
45,ut,smoothed_cli,2020-06-30,,2020-09-03,65,0.465019,0.0740507,5711.3519,state,fb-survey
46,va,smoothed_cli,2020-06-30,,2020-09-03,65,0.3855676,0.0460577,12819.3314,state,fb-survey
47,vt,smoothed_cli,2020-06-30,,2020-09-03,65,0.0995578,0.0684902,1411.0014,state,fb-survey
48,wa,smoothed_cli,2020-06-30,,2020-09-03,65,0.3195826,0.0451046,12014.6714,state,fb-survey
49,wi,smoothed_cli,2020-06-30,,2020-09-03,65,0.3521182,0.0518348,9780.9642,state,fb-survey
50,wv,smoothed_cli,2020-06-30,,2020-09-03,65,0.5734054,0.1045886,3950.3977,state,fb-survey
51,wy,smoothed_cli,2020-06-30,,2020-09-03,65,0.465784,0.1883641,1108.526,state,fb-survey
0,ak,smoothed_cli,2020-07-01,,2020-09-03,64,0.4037677,0.1574731,1389.0,state,fb-survey
1,al,smoothed_cli,2020-07-01,,2020-09-03,64,0.9495435,0.0973133,7445.199,state,fb-survey
2,ar,smoothed_cli,2020-07-01,,2020-09-03,64,0.596285,0.0898045,5234.3211,state,fb-survey
3,az,smoothed_cli,2020-07-01,,2020-09-03,64,1.0738035,0.079106,12329.0671,state,fb-survey
4,ca,smoothed_cli,2020-07-01,,2020-09-03,64,0.5440523,0.0310512,42568.64,state,fb-survey
5,co,smoothed_cli,2020-07-01,,2020-09-03,64,0.3521159,0.055134,8675.2212,state,fb-survey
6,ct,smoothed_cli,2020-07-01,,2020-09-03,64,0.1779241,0.0432519,6988.0,state,fb-survey
7,dc,smoothed_cli,2020-07-01,,2020-09-03,64,0.1882058,0.1250183,797.0,state,fb-survey
8,de,smoothed_cli,2020-07-01,,2020-09-03,64,0.4512713,0.1427656,1913.0146,state,fb-survey
9,fl,smoothed_cli,2020-07-01,,2020-09-03,64,0.8002002,0.0401638,34922.0009,state,fb-survey
10,ga,smoothed_cli,2020-07-01,,2020-09-03,64,0.7452685,0.064637,12858.8513,state,fb-survey
11,hi,smoothed_cli,2020-07-01,,2020-09-03,64,0.2642871,0.1064858,1709.0,state,fb-survey
12,ia,smoothed_cli,2020-07-01,,2020-09-03,64,0.5275559,0.0762329,6775.8096,state,fb-survey
13,id,smoothed_cli,2020-07-01,,2020-09-03,64,0.5497317,0.1090174,3467.7712,state,fb-survey
14,il,smoothed_cli,2020-07-01,,2020-09-03,64,0.3110448,0.0353363,18027.0459,state,fb-survey
15,in,smoothed_cli,2020-07-01,,2020-09-03,64,0.4678597,0.058732,10605.0175,state,fb-survey
16,ks,smoothed_cli,2020-07-01,,2020-09-03,64,0.436574,0.0761615,5470.7799,state,fb-survey
